,Title,Location,Price,description,Links
3200,"1 Room in 4-Bedroom Annex Home, Dec or Jan 1st",City of Toronto,$752.50,Unit: 1 Bedroom in 4-Bedroom Annex Home. Dec 1st or Jan 1st Price: 752.50 inclusive per month (no parking) Rent Control: Unit was used for residential purposes prior to Nov 15 2018 Location: Spadina ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-room-in-4-bedroom-annex-home-dec-or-jan-1st/1532017802
3201,Room for rent North Etobicoke $500 per month,City of Toronto,$500.00,"Pls read the entire add before reply Room for rent near Humber collage north campus. Laundry, wifi internet, all included. Sheared kitchen, and bath rooms, Quick walking distance to TTC, all the ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-north-etobicoke-500-per-month/1532017233
3202,Renovated Room ($690/m) @ Kipling & Albion,City of Toronto,$690.00,"-1 bedroom Available for $690/month - Renovated Kitchen and Washroom (sharing with one other female tenant) -1 Parking Space included -New Floor, Painting and Window -Absolutely No Smoking & No Pets ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/renovated-room-690-m-kipling-albion/1532015478
3203,Personal Room Available (Gujarati Girl),City of Toronto,$600.00,Personal room available in 2 bedroom condo (Gujarati Female Preferred) Includes : Shared Kitchen/in unit laundry/Utilities/Wifi,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/personal-room-available-gujarati-girl/1532015435
3204,Master Bedroom room for FEMALE,City of Toronto,$650.00,"Master Bedroom room on main floor a Detached Fully Renovated House for FEMALE. Big living and dining room. Kitchen needs to be shared. Nicely Painted, windows with plenty of natural light. Walking ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-room-for-female/1532015056
3205,❤️❤️❤️ URGENT FURNISHED Keele Sheppard Veg. FEMALE PRIVATE,City of Toronto,$660.00,"❤️❤️❤️ *** URGENT FURNISHED Keele Sheppard Vegetarian Vegan FEMALE PRIVATE Room Rental Room For Rent M3J1S8 North York Keele, North of Sheppard Utilities, laundry and wifi ALL INCLUDED! Available ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/urgent-furnished-keele-sheppard-veg-female-private/1532013643
3206,Furnished Room In Luxury Home,City of Toronto,$700.00,"Furnished Room on upper floor in Luxury Home. Share large gourmet kitchen with landlord . Share bathroom Hardwood floors. Large windows. Minutes to TTC. Take Steeles 60 to York University, Bathurst ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-in-luxury-home/1532013632
3207,Room for rent,City of Toronto,$400.00,"It’s condo apartment not basement Room Available for rent from Nov 1st Midland and lawrence Great location for everything . Hydro , internet and heating included. Available from October 1st Sharing ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1532012910
3208,YONGE AND BLOOR  BEAUTIFUL VIEW ROOM IN DOWNTOWN TORONTO,City of Toronto,$850.00,"Yonge and Bloor room, beatiful skyscraper views, ALL included. (Internet, hydro, wifi). GIRLS ONLY. Looking for someone to occupy this room before December, the contract would end in August 2021 (it ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/yonge-and-bloor-beautiful-view-room-in-downtown-toronto/1532012440
3209,"Furnished room in Luxary Condo, @Yonge and Finch Subway",City of Toronto,"$1,100.00","1 room in 2br Luxary Condo at Yonge and Finch Subway. Fully furnished condo apartment, Available now. Amenities: Pool Tables, Gym, Swimming Pool, Sauna, Library, Guest Rooms, Party Room, Theater ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-in-luxary-condo-yonge-and-finch-subway/1532011496
3210,1 Furnished Bedroom,City of Toronto,$750.00,"1 Beautiful Furnished Room located in a Townhouse available for November 1st 2020. The room comes up with a Queen bedroom sets, mattress ,closet along a Smart TV with unlimited high speed internet . ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-furnished-bedroom/1532011466
3211,"close to downtown toronto,1 masterbedroom/1 washroom for rent",City of Toronto,$900.00,"Address: Gerrard Street East, Toronto, ON M4M 1Z1 close to downtown toronto,1 masterbedroom with its private washroom on second floor for rent, SQ.FT: 900 sqft close to: carlaw ave/gerrard street ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/close-to-downtown-toronto-1-masterbedroom-1-washroom-for-rent/1520583332
3212,All inclusive furnished one bedroom one bathroom at main floor,City of Toronto,$850.00,Available now at least 6 months leasing term Furnished bedroom with Queen bed / night table / desk/ chair It is suitable one tenant occupancy No smoking no pet Sharing the kitchen with 2 girls $850 ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/all-inclusive-furnished-one-bedroom-one-bathroom-at-main-floor/1532009649
3213,room for rent (near UofT - 1min walk),City of Toronto,$600.00,"- located in a nice and quiet neighbourhood in Annex, 1min walk to UofT (New College & Athletic Center) and 510 streetcar, 7min walk to Spadina subway station This is one room (10 ft x 10 ft) in a ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-near-uoft-1min-walk/1532008840
3214,Rental room in condo available in Toronto for girls or coupls,Hamilton,PleaseContact,"Room available with double bed, mattress, big cupboard, shared bathroom, shared kitchen, shared lobby, shared TV, shared WIFI. Bus stop at the doorstep. No smoking and drinking allowed. Please ...",https://www.kijiji.ca/v-room-rental-roommate/hamilton/rental-room-in-condo-available-in-toronto-for-girls-or-coupls/1532008834
3215,Room for Renton beautiful basement . Must like dogs,City of Toronto,$750.00,Hi I’m renting out a room in my two bedroom basement apartment with a closet. It could be furnished. Fits a queen size bed. Shared bathroom. Early 30’s groomer with gorgeous dogs. (American cocker) ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-renton-beautiful-basement-must-like-dogs/1532008763
3216,Fully Furnished Room For Rent (Neilson south and 401),City of Toronto,$650.00,"Large specious furnished room available for rent in a newly renovated basement for only $650 / month utilities are all included. Very clean and very quiet, HI-Speed internet, Large open ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-room-for-rent-neilson-south-and-401/1532008606
3217,Fully Furnished Master Bedrooms rent NOV 1st @ King & Dufferin,City of Toronto,"$1,200.00",master bedrooms in a 4-bedroom apartment with 1.5 washroom and large living room space Location: 1234 King St west (Dufferin and King St W) - Liberty Village/ Parkdale Price: $1200/month Fully ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-master-bedrooms-rent-nov-1st-king-dufferin/1532008351
3218,Room for rent in beautiful basement! Must like dogs,City of Toronto,$750.00,Hi I’m renting out a room in my two bedroom basement apartment with a closet. It could be furnished. Fits a queen size bed. Shared bathroom. Early 30’s groomer with gorgeous dogs. (American cocker) ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-beautiful-basement-must-like-dogs/1532008256
3219,Wanting a female roommate: South Asian. (Weekdays only),City of Toronto,$500.00,"Hi, I am looking for a roommate (Monday to Friday) to share my apartment on a short-term basis. For someone who works in Toronto on a temporary project, this it’s the best choice. Please email. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/wanting-a-female-roommate:-south-asian-weekdays-only/1532007538
3220,1 Bedroom Available for sublet Dec-Feb. Can be extended,City of Toronto,"$1,550.00",1 bedroom available for sublet December - February. Can be extended or shortened depending on requirements. Extensible month on month basis Fully furnished Utilities are included Wifi included ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-available-for-sublet-dec-feb-can-be-extended/1532007019
3221,Large Room for Rent (Core Downtown),City of Toronto,"$1,100.00","Hey folks, Looking for a clean and chill flatmate to take over the living room/den portion of a one bedroom apartment with an amazing location in the heart of downtown. Young professionals preferred, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-for-rent-core-downtown/1532006778
3222,Room opposite humber college,Mississauga / Peel Region,$500.00,"Individual Room in a shared Two bedroom basement opposite to humber college Avaialble from 1 Dec,2020 walking distance to all the bus Facility Grocery stores Finch Plaza",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-opposite-humber-college/1532006058
3223,"1 Room is available for Rent from Nov 1st, $ 550 girls only",Markham / York Region,$550.00,"Room. Is avaible asap, prefer Indian girls. Separate washroom. Complete privacy Major Internation is Weston rd and Major MacKenzie. Close to Walmart, bus service available. $550 per month.",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/1-room-is-available-for-rent-from-nov-1st-550-girls-only/1532005325
3224,"1 bedroom in the Annex - Jan 1st, 2021",City of Toronto,$750.00,1 bedroom for rent in a 3 bedroom unit apartment. The apartment is shared with 2 other working professionals. Private and spacious. Includes washer and dryer in unit. Clean and renovated. Right next ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-in-the-annex-jan-1st-2021/1532004930
3225,Shared Room for Rent,City of Toronto,$500.00,"One room with shared bath for Rent at prime location. Room will be shared with another individual. Rent includes all utilities and amenities like Swimming Pool, Sauna and Gym. Bus stop right outside ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-room-for-rent/1532004179
3226,"Rooms in Jones/gerrard is available now,welcome short/long term",City of Toronto,$620.00,"One room in third floor,one room in basement,each room share washroom with one tenant, super cozy ,clean",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rooms-in-jones-gerrard-is-available-now-welcome-short-long-term/1532003964
3227,Private room & SHARED HOUSE (Not a basement),City of Toronto,$900.00,Toronto-Rental. Beautiful executive home to share in great location. $900.00 per month plus utilities. (Keele and 401 area) This Spacious Modern Home has it all. Enjoy your own room with bathroom ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-shared-house-not-a-basement/1532002238
3228,Room for girls in Scarborough,City of Toronto,PleaseContact,Elegant and energy-efficient brand new basement in Scarborough AVAILABLE From November 1st (Markham &Sheppard) * Convenient services nearby - Shopping markets Food Restaurants and many more * Prime ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-girls-in-scarborough/1532001134
3229,ONE BEDROOM WITH A PRIVATE BATHROOM IN A NEWLY BUILT CONDO,Markham / York Region,PleaseContact,"Location: 2916 Highway 7, Vaughan. Hello I am a full-time working professional. Looking for ONE OR TWO FEMALE OR A COUPLE working professionals to share the place with. Available from November 1. ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/one-bedroom-with-a-private-bathroom-in-a-newly-built-condo/1532000228
3230,Room for rent only for girls,Mississauga / Peel Region,$500.00,"Single room available for rent in two bed room basement . One room is occupied by couple. All facilities such as laundry , internet , gas and Hydro is included. The REXDALE Sikh temple is just 5 min ...",https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-for-rent-only-for-girls/1531999569
3231,Rental Room Available for 1 Indian Girl - Markham & painted post,City of Toronto,$350.00,"1 Room for rent between Markham, Ellesmere& Lawrence in a 3 bedroom basement unit Very bright and spacious with windows in all rooms Available From December 1st 2020 onwards Very Near by Indian ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rental-room-available-for-1-indian-girl-markham-painted-post/1531999220
3232,Room for rent,City of Toronto,$600.00,"Room for rent (Wilson and dufferin) po mga kabayan for $600 kasama hydro, wifi and parking po.. contact lng po sa #6478191126",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531998348
3233,FURNISHED LARGE and RECENTLY RENOVATED ROOM FOR RENT,City of Toronto,$600.00,"Major intersections: MARKHAM and EGLINTON & BELLAMY and EGLINTON Great for students and bachelors Perfect location (Near TTC, GO station, Shopping Malls, Library, Gas station, Fast food, etc.) Bell ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-large-and-recently-renovated-room-for-rent/1531997139
3234,Room for rent,City of Toronto,$350.00,Room available in sharing for $350 or private for $450 ..,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531996646
3235,Rent basement Humber college,City of Toronto,$480.00,Rent females Twin Sharing $480 per person or $800 one room (Rent varies from $480-800). For rent in bungalow house in basement near Humber College. Available from November 15 Separate Entrance; ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/rent-basement-humber-college/1531995453
3236,"oct/nov Big room avail. private washroom, student",City of Toronto,$930.00,"Oct/Nove. Big room with private washroom, queen bed, and twin bed, fridge, furnished fitting for 2 female students. $930 for 1 student / $1100 for two. (female due to shared common areas female ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/oct-nov-big-room-avail-private-washroom-student/1531994120
3237,Looking for an Indian house mate,City of Toronto,$650.00,Fully furnished room for rent. Luxurious bed. Utilities and internet included. High end house on Lawrence and Kennedy.,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-an-indian-house-mate/1531992345
3238,Looking for an Indian housemate,City of Toronto,"$1,200.00","Month to month lease option for an Indian housemate. Independent room with en-suite and walk in closet, luxuriously appointed furniture with recessed lighting throughout. All included utilities, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-an-indian-housemate/1531991896
3239,Basement. In Markham,Markham / York Region,$900.00,1 bedroom basemen 16 avenue and warden area,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/basement-in-markham/1531989504
3240,Share a Room in a Downtown tourist hostel,City of Toronto,$490.00,That’s only about $16 a day !!!! Clean ... safe ... comfortable in Chinatown / Kensington . This is more of a co living setup where residents not only share a living space but also a set of interests ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/share-a-room-in-a-downtown-tourist-hostel/1531151642
3241,Newly renovated rooms,City of Toronto,$680.00,"Only female or female students A very short walking distance to the bus stop It takes about 10 minutes to get to a Subway station from the bus stop Also is equipped with a bed, closet, and desk. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/newly-renovated-rooms/1470282858
3242,International Student Stay - No Meals,City of Toronto,$675.00,"Student accommodation in our home on tree-lined street in Parkdale available now, Nov. 1st or Dec 1st. Fully furnished room. 2nd floor front, in beautiful century home. 20 minutes to downtown on 504 ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/international-student-stay-no-meals/1525429035
3243,Nov 1st: Female Roommate Wanted (Davenport & Dovercourt),City of Toronto,$780.00,"Available sooner than November 1st also Fully furnished room All utilities, wifi and laundry included Share top floor with two female housemates and one male housemate on middle floor (my 3 yr old ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/nov-1st:-female-roommate-wanted-davenport-dovercourt/1528276806
3244,Room Rental Don Mills and Sheppard,City of Toronto,$625.00,Single room in basement is available immediately at Don Mills and Sheppard area. Short walk to Don Mills subway. Close to Fairview mall and amenities. Fully furnished plus free TV and WiFi plus ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-rental-don-mills-and-sheppard/1530124333
3245,Basement. In Markham,Markham / York Region,$860.00,1 bedroom basement,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/basement-in-markham/1531989489
3246,Looking for Indian Gujarati Female Roommate,City of Toronto,PleaseContact,"Walking distance to Albion Mall. All utility included. Available immediately. Prefer vegetarian Indian student or work permit girl. Close to Humber college, York University. About 25 min TTC bus ride ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-indian-gujarati-female-roommate/1531988964
3247,Furnished 2 bedrooms for rent,City of Toronto,"$1,600.00",Looking for 1 or two people. Furnished 2 bedrooms for rent. Located in Etobicoke near Martingrove and Eglinton. 400 for each week.,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-2-bedrooms-for-rent/1531988711
3248,Room For Rent!!,City of Toronto,PleaseContact,"Room for rent available from October 30,with Seperate enterance , Share bathroom and Kitchen, Including Lundy ,utilities, Close to shoping plaza Five minutes to TTC, main intersection Duffrin and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531988449
3249,Room for rent (Female only),City of Toronto,"$1,100.00",We have three beautiful rooms furnished with brand new beds and very comfortable mattresses. Newly renovated kitchen and bathroom to be shared amongst all roommates. No pets or smoking allowed inside ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-female-only/1531986539
3250,Fully furnished Room available at Eglinton Ave East & Don Mills,City of Toronto,$700.00,"We are looking for a tidy working professional, international student, or mature student. References and first and last month's deposit required. No smoking, no pets, no parties. Two Full furnished ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-room-available-at-eglinton-ave-east-don-mills/1521205794
3251,2 Room for rent Only Serious person text me,City of Toronto,$750.00,Perfect for bachelors or students Neat n clean newly renovated 2nd floor Rooms for rent $750 available & $850 (21 December available) included utility n internet (furnished / non furnished) kitchen n ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-room-for-rent-only-serious-person-text-me/1531986296
3252,Basement room for rent in Scarborough,City of Toronto,$700.00,Spacious newly renovated basement room for rent in Scarborough brimley and Eglington. Working people preferred. Close to bus stop and no frills and shopping complex. Close to Kennedy station..kitchen ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-for-rent-in-scarborough/1531985998
3253,"Basement For Male, Rent $325 Per Student",City of Toronto,$325.00,"Basement for rent for one male student, available from 1st November 2020, $325 per month. Location is near to Centennial college, Just 5 min distance to Centennial college campus by bus, bus stop ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-male-rent-325-per-student/1531985871
3254,One Room For Rent,City of Toronto,$800.00,ONE LARGE ROOM IN A SEMI BASEMENT FOR RENT SHARE WITH A QUIET MALE :WASHROOM AND KITCHEN RENTER DO NOT SHARE FRIDGE,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-room-for-rent/1531983727
3255,fully furnished room near airport/ humber college,City of Toronto,$730.00,"fully furnished Room to rent in a basement. The room has closets, bed( queen size), chair, armour etc. The rent includes all utilities, laundry and internet. Walking distance to TTC, Walmart, TD ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-room-near-airport-humber-college/1531983458
3256,3 Bedroom rental house,City of Toronto,$850.00,"$850/month – private room available (unfurnished) for rent in a bright, spacious and clean main floor 3-bedroom bungalow located in the prestigious Bathurst Manor neighborhood (with a separate ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/3-bedroom-rental-house/1531982385
3257,Master bed room with a washroom,City of Toronto,$850.00,"Ready to move-in master bedroom! Ideal for a couple or individuals I am looking for working professionals who are responsible and who can keep the place clean, tidy, and respect others' space. Unit ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bed-room-with-a-washroom/1531982148
3258,Fully Furnished Loft Apt avail / Trinity Bellwoods,City of Toronto,"$1,900.00",Short Term! - This is a Fully Furnished Loft Apt avail across the street from Trinity Bellwoods,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-loft-apt-avail-trinity-bellwoods/1531981989
3259,Need a Private Room from 1 Nov 2020,City of Toronto,$600.00,"Single neat and clean guy, full time working professional, looking for a room in budget of 500-600. No basement.",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/need-a-private-room-from-1-nov-2020/1531981781
3260,DELIVERY BULK DRIVER - SCARBOROUGH $200 FLAT RATE.,City of Toronto,$200.00,Need a bulk order of items picked up? Need a cargo size worth of grocery? We got what you need. Cargo van and 2 workers going to pick up your items and deliver for a flat rate. $250-$400+ CASH ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/delivery-bulk-driver-scarborough-200-flat-rate/1531981196
3261,Room for rent supper close to York University- 5mins walking,City of Toronto,$620.00,"Hello Student, I have a room in 2nd floor for rent. It is available 1st Nov 2020. The house is supper close to York University- only 5 mins walk. It have big window and built in closet. Share ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-supper-close-to-york-university-5mins-walking/1531981130
3262,Large Room in Basement,City of Toronto,$900.00,Large room in the basement for rent with separate laundry available from November first... PLEASE CALL ME AT 4166021755... EMAIL WILL NOT BE ANSWERED!,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-room-in-basement/1531981026
3263,1 ensuite basement bedroom for rent in Richmond Hill,Markham / York Region,$950.00,Newly renovated and spacious 1 ensuite basement bedroom for rent with immediate occupancy. Located in the desirable Doncrest area in Richmond Hill at Bayview and 16th Ave. Only 3min walk from nearby ...,https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/1-ensuite-basement-bedroom-for-rent-in-richmond-hill/1531980649
3264,One bedroom near humber college,City of Toronto,$375.00,"One bedroom for rent in 3 bedroom house(upper level) Only for 2 indian girls or couple(Student welcome) Close to HUMBER COLlAGE Close to bus stop,Indian groceries,restraunts,Timhortons,Circle ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-bedroom-near-humber-college/1531980056
3265,Basement Rooms for Rent ( Female Only),City of Toronto,PleaseContact,"Females Only!!!!!! Spacious basement rooms for rent. Close to all amenities, 24 hour TTC bus service. 6 minutes bus ride to Victoria Park subway station... Hydro, internet, laundry, shared kitchen ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-rooms-for-rent-female-only/1531979607
3266,Bedroom with private bathroom in basement for rent,Markham / York Region,$550.00,"Nice location, 4 minutes to yrt bus station, 10 minuets to Go train station by bicycle. Close to Walmart, T&T supermarket, food basic supermarket, near to Bayview secondary high school, Library. ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/bedroom-with-private-bathroom-in-basement-for-rent/1531977885
3267,Looking for a male to share a room,City of Toronto,$400.00,"We are working Gujarati guys living in 2 BHK. We have 2 bedrooms . In one room, there are 3 person and in another room, we looking for one person to share. Rent is = $400 which includes monthly ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-a-male-to-share-a-room/1531977707
3268,1 bedroom + solarium for rent in a 2BR lakefront apartment,City of Toronto,"$1,500.00","Unit: 1 bedroom + solarium for rent in a 2-bedroom apartment Price: $1500.00 (base rent), utilities and internet not included. Parking is available for an extra fee. Rent Control: Unit was used for ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-solarium-for-rent-in-a-2br-lakefront-apartment/1531976177
3269,1 bed for rent near CMCC Canadian Memorial Chiropractic College,City of Toronto,$600.00,"1 bedroom in the lower level of a house on James Gray Dr, only 2 minutes away from CMCC by foot. There is also a kitchen and newly-renovated bathroom on the same level, shared with a male CMCC ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bed-for-rent-near-cmcc-canadian-memorial-chiropractic-college/1531974194
3270,Roommate wanted - PLUG & PLAY LIFESTYLE,City of Toronto,"$1,150.00","December 1st $1150 ALL INCLUSIVE and furnished Lovely 2BHK in trendy Yonge and St. Clair, 10 mins to the St. Clair subway station. Completely furnished with sofa, bed, dressers, pots & pans, other ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/roommate-wanted-plug-play-lifestyle/1531973741
3271,Room for Rental,Markham / York Region,$800.00,"Nice detached house located in Unionville. Very safe and quiet community. WiFi and utilities included. Two people share one bathroom. We only accept a single person per room. For everyone's safety, ...",https://www.kijiji.ca/v-room-rental-roommate/markham-york-region/room-for-rental/1531970450
3272,Quiet Place to Call Home. Lawrence and Scarborough Golf Club Rd.,City of Toronto,$700.00,"Available Today. Single Occupancy Only. LAWRENCE & SCARBOROUGH GOLF CLUB Must Be Seen. Call For Visit 416-580-5179 Very Clean Room Furnished with single Bed, Large Double Door Closet 2 Min.Walk to ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/quiet-place-to-call-home-lawrence-and-scarborough-golf-club-rd/1531968722
3273,Room for rent,City of Toronto,$650.00,"One private room for single occupancy only ! (Guys only) Located in Lawrence and Brimley Scarborough. 5 mins walk to ttc stops , 10mins from Kennedy station . Parking included . Close to colleges ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531967577
3274,Basement for rent,City of Toronto,PleaseContact,"Two bedroom basement for rent near ttc and plaza, only indian female students needed",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1531967069
3275,One bedroom available in a 3 bedroom furnished luxury condo.,City of Toronto,"$1,300.00","This is the perfect home for you. Spacious and bright furnished 1 spacious room with large common living room in a 3-room condominium at 45 Carlton Street condos, one room already occupied. Fully ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-bedroom-available-in-a-3-bedroom-furnished-luxury-condo/1531966288
3276,Room available from November,Mississauga / Peel Region,$950.00,Friendly environment!! Prime location 5 minutes walk to north campus humber 2 minutes walk to ttc /york/zum 5 minutes walk to finchwood plaza Rent $950 Parking spot available In unit laundry Wifi,https://www.kijiji.ca/v-room-rental-roommate/mississauga-peel-region/room-available-from-november/1531965478
3277,Room for rent,City of Toronto,$600.00,Room for rent in a condo bldg Very good location close to all amenities And ttc at doorstep. If interested please text at 6477864745 Or call at 6472987297,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent/1531965086
3278,Room for rent available from November 1st,City of Toronto,$750.00,"Super clean and bright room on MAIN FLOOR for a MALE like a student or professional worker. Available from November 1st The room located on Main floor. Large closet is 4 feet. A bedsheet, a blanket, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-available-from-november-1st/1531964746
3279,Nice & Clean rooms available in York University Village,City of Toronto,$600.00,"Clean, quiet and cozy house located in the York Village! Minutes of walking distance to York University and Seneca College. The TTC Transportation is easily accessible, and York University Subway ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/nice-clean-rooms-available-in-york-university-village/1531964021
3280,Now/ Warden Finch/ Seneca/ Separate basement/Big Room,City of Toronto,$668.00,"One Big single room available at 2 bedrooms basement. One person $660 Look for new graduation, younge professional. Male only. Safe and quiet community. separate entrance separate washroom separate ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/now-warden-finch-seneca-separate-basement-big-room/1531963359
3281,Shared space for rent 350 including utilities,City of Toronto,$350.00,"Space for rent available for 1 girl. Walkable distance to all amenities like walmart, no frills, dollarama, shoppers drug mart, rexall, subway, pizza pizza, tim hortons, AMW, Burger King, Mc D, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/shared-space-for-rent-350-including-utilities/1531963048
3282,"Fully furnished Master bedroom, ensuite, Lawrence/Dufferin",City of Toronto,"$1,100.00",- Available Nov. 1st - Close to Lawrence West subway station - All utilities included - Fully furnished - Own washroom. Spacious ensuite master bedroom with massive balcony & garden for rent on the ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/fully-furnished-master-bedroom-ensuite-lawrence-dufferin/1531962567
3283,"MULA 15 NOVEMBRE,2020PARA SA MGA GUSTONG UMUPA BATHURST/STEELES",City of Toronto,$750.00,"MULA 15TH NOVEMBRE,1 DECEMBRE , 2020 PARA SA MGA GUSTONG UMUPA STEELES AVENUE WEST/ BATHURST ST. ISANG KUWARTO PARA SA ISANG LALAKI NA FILIPINO LANG O COUPLE ROOM IN BASEMENT LEVEL-- $750 TUMAWAG ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/mula-15-novembre-2020para-sa-mga-gustong-umupa-bathurst-steeles/1531962327
3284,***Amazing Room 4min to Victoria park subway***,City of Toronto,$580.00,High demand area!!! Steps to Victoria park subway station I have a room for rent(please see pictures) in 4 bedroom unit. The room is fully furnished with window overlooking park.4 min walk to ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/amazing-room-4min-to-victoria-park-subway/1531962199
3285,"One room for rent in four bed rooms detached house ,East York",City of Toronto,$600.00,"In East York , Pape and Gowan avenue , close to all amenities, 1 minute to ttc ; living room , kitchen , back yard ... , furnished ; utilities, Wi-Fi included , available immediately for rent , ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-room-for-rent-in-four-bed-rooms-detached-house-east-york/1527411663
